base_id,text,domain,intent,description,base_split
delivery_delay_b033,shipment delay ka reason kya hai? delivery date baar baar aage badh rahi hai; delivery date baar baar aage badh rahi hai?,Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b034,"Delivery date cross ho gayi, courier bahut din se stuck hai; shipment delay dikh raha hai",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b035,"mujhe lagta hai, courier abhi tak nahi aaya; delivery date baar baar aage badh rahi hai; aaj delivery honi thi par nahi hui",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b036,"please delayed delivery check karo, courier bahut din se stuck hai; courier bahut din se stuck hai",Delivery,delivery_delay,Delivery is delayed,test
delivery_delay_b037,pls delivery late ho rahi hai; parcel expected date tak nahi aaya; delivery late ho gayi,Delivery,delivery_delay,Delivery is delayed,validation
delivery_delay_b038,"parcel expected time par nahi aaya, aaj delivery honi thi par nahi hui; parcel expected date tak nahi aaya?",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b039,Shipment delay ka reason kya hai? parcel expected date tak nahi aaya; delivery date baar baar aage badh rahi hai,Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b040,"mujhe lagta hai, delivery date cross ho gayi, aaj delivery honi thi par nahi hui; shipment delay dikh raha hai",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b041,courier abhi tak nahi aaya; parcel expected date tak nahi aaya; aaj delivery honi thi par nahi hui,Delivery,delivery_delay,Delivery is delayed,test
delivery_delay_b042,"pls please delayed delivery check karo, aaj delivery honi thi par nahi hui; courier bahut din se stuck hai",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b043,delivery late ho rahi hai; delivery late ho gayi; delivery late ho gayi?,Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b044,"Parcel expected time par nahi aaya, shipment delay dikh raha hai; parcel expected date tak nahi aaya",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b045,"mujhe lagta hai, shipment delay ka reason kya hai? delivery late ho gayi; delivery date baar baar aage badh rahi hai",Delivery,delivery_delay,Delivery is delayed,test
delivery_delay_b046,"delivery date cross ho gayi, shipment delay dikh raha hai; shipment delay dikh raha hai",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b047,pls courier abhi tak nahi aaya; delivery late ho gayi; aaj delivery honi thi par nahi hui,Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b048,"please delayed delivery check karo, shipment delay dikh raha hai; courier bahut din se stuck hai?",Delivery,delivery_delay,Delivery is delayed,validation
delivery_delay_b049,Delivery late ho rahi hai; courier bahut din se stuck hai; delivery late ho gayi,Delivery,delivery_delay,Delivery is delayed,test
delivery_delay_b050,"mujhe lagta hai, parcel expected time par nahi aaya, delivery date baar baar aage badh rahi hai; parcel expected date tak nahi aaya",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b051,shipment delay ka reason kya hai? courier bahut din se stuck hai; delivery date baar baar aage badh rahi hai,Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b052,"pls delivery date cross ho gayi, delivery date baar baar aage badh rahi hai; shipment delay dikh raha hai",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b053,courier abhi tak nahi aaya; courier bahut din se stuck hai; aaj delivery honi thi par nahi hui?,Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b054,"Please delayed delivery check karo, delivery date baar baar aage badh rahi hai; courier bahut din se stuck hai",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b055,"mujhe lagta hai, delivery late ho rahi hai; aaj delivery honi thi par nahi hui; delivery late ho gayi",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b056,"parcel expected time par nahi aaya, parcel expected date tak nahi aaya; parcel expected date tak nahi aaya",Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b057,pls shipment delay ka reason kya hai? aaj delivery honi thi par nahi hui; delivery date baar baar aage badh rahi hai,Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b058,"delivery date cross ho gayi, parcel expected date tak nahi aaya; shipment delay dikh raha hai?",Delivery,delivery_delay,Delivery is delayed,validation
delivery_delay_b059,Courier abhi tak nahi aaya; aaj delivery honi thi par nahi hui; aaj delivery honi thi par nahi hui,Delivery,delivery_delay,Delivery is delayed,train
delivery_delay_b060,"mujhe lagta hai, please delayed delivery check karo, parcel expected date tak nahi aaya; courier bahut din se stuck hai",Delivery,delivery_delay,Delivery is delayed,validation
delivery_tracking_b001,parcel track karna hai; parcel abhi kahan hai,Delivery,delivery_tracking,Track a shipment,test
delivery_tracking_b002,pls shipment ki live/current location kya hai? courier ka status check karna hai,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b003,"tracking update de do, parcel abhi kahan hai?",Delivery,delivery_tracking,Track a shipment,validation
delivery_tracking_b004,Courier status check kar sakte ho? courier ka status check karna hai,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b005,"mujhe lagta hai, mera package abhi kahan hai, parcel abhi kahan hai",Delivery,delivery_tracking,Track a shipment,test
delivery_tracking_b006,dispatch ke baad parcel ka movement batao; courier ka status check karna hai,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b007,pls parcel track karna hai; tracking link chahiye,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b008,shipment ki live/current location kya hai? tracking update nahi mil raha?,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b009,"Tracking update de do, tracking link chahiye",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b010,"mujhe lagta hai, courier status check kar sakte ho? tracking update nahi mil raha",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b011,"mera package abhi kahan hai, tracking link chahiye",Delivery,delivery_tracking,Track a shipment,test
delivery_tracking_b012,pls dispatch ke baad parcel ka movement batao; tracking update nahi mil raha,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b013,parcel track karna hai; shipment ka current location batao?,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b014,Shipment ki live/current location kya hai? parcel dispatch ke baad kahan pahucha,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b015,"mujhe lagta hai, tracking update de do, shipment ka current location batao",Delivery,delivery_tracking,Track a shipment,validation
delivery_tracking_b016,courier status check kar sakte ho? parcel dispatch ke baad kahan pahucha,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b017,"pls mera package abhi kahan hai, shipment ka current location batao",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b018,dispatch ke baad parcel ka movement batao; parcel dispatch ke baad kahan pahucha?,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b019,Parcel track karna hai; courier ka status check karna hai,Delivery,delivery_tracking,Track a shipment,validation
delivery_tracking_b020,"mujhe lagta hai, shipment ki live/current location kya hai? parcel abhi kahan hai",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b021,"tracking update de do, courier ka status check karna hai",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b022,pls courier status check kar sakte ho? parcel abhi kahan hai,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b023,"mera package abhi kahan hai, courier ka status check karna hai?",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b024,Dispatch ke baad parcel ka movement batao; parcel abhi kahan hai,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b025,"mujhe lagta hai, parcel track karna hai; tracking update nahi mil raha",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b026,shipment ki live/current location kya hai? tracking link chahiye,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b027,"pls tracking update de do, tracking update nahi mil raha",Delivery,delivery_tracking,Track a shipment,test
delivery_tracking_b028,courier status check kar sakte ho? tracking link chahiye?,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b029,"Mera package abhi kahan hai, tracking update nahi mil raha",Delivery,delivery_tracking,Track a shipment,test
delivery_tracking_b030,"mujhe lagta hai, dispatch ke baad parcel ka movement batao; tracking link chahiye",Delivery,delivery_tracking,Track a shipment,validation
delivery_tracking_b031,parcel track karna hai; parcel dispatch ke baad kahan pahucha; tracking link chahiye,Delivery,delivery_tracking,Track a shipment,test
delivery_tracking_b032,pls shipment ki live/current location kya hai? shipment ka current location batao; parcel abhi kahan hai,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b033,"tracking update de do, parcel dispatch ke baad kahan pahucha; parcel dispatch ke baad kahan pahucha?",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b034,Courier status check kar sakte ho? shipment ka current location batao; tracking update nahi mil raha,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b035,"mujhe lagta hai, mera package abhi kahan hai, parcel dispatch ke baad kahan pahucha; courier ka status check karna hai",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b036,dispatch ke baad parcel ka movement batao; shipment ka current location batao; shipment ka current location batao,Delivery,delivery_tracking,Track a shipment,test
delivery_tracking_b037,pls parcel track karna hai; parcel abhi kahan hai; tracking link chahiye,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b038,shipment ki live/current location kya hai? courier ka status check karna hai; parcel abhi kahan hai?,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b039,"Tracking update de do, parcel abhi kahan hai; parcel dispatch ke baad kahan pahucha",Delivery,delivery_tracking,Track a shipment,test
delivery_tracking_b040,"mujhe lagta hai, courier status check kar sakte ho? courier ka status check karna hai; tracking update nahi mil raha",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b041,"mera package abhi kahan hai, parcel abhi kahan hai; courier ka status check karna hai",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b042,pls dispatch ke baad parcel ka movement batao; courier ka status check karna hai; shipment ka current location batao,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b043,parcel track karna hai; tracking link chahiye; tracking link chahiye?,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b044,Shipment ki live/current location kya hai? tracking update nahi mil raha; parcel abhi kahan hai,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b045,"mujhe lagta hai, tracking update de do, tracking link chahiye; parcel dispatch ke baad kahan pahucha",Delivery,delivery_tracking,Track a shipment,test
delivery_tracking_b046,courier status check kar sakte ho? tracking update nahi mil raha; tracking update nahi mil raha,Delivery,delivery_tracking,Track a shipment,validation
delivery_tracking_b047,"pls mera package abhi kahan hai, tracking link chahiye; courier ka status check karna hai",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b048,dispatch ke baad parcel ka movement batao; tracking update nahi mil raha; shipment ka current location batao?,Delivery,delivery_tracking,Track a shipment,validation
delivery_tracking_b049,Parcel track karna hai; shipment ka current location batao; tracking link chahiye,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b050,"mujhe lagta hai, shipment ki live/current location kya hai? parcel dispatch ke baad kahan pahucha; parcel abhi kahan hai",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b051,"tracking update de do, shipment ka current location batao; parcel dispatch ke baad kahan pahucha",Delivery,delivery_tracking,Track a shipment,validation
delivery_tracking_b052,pls courier status check kar sakte ho? parcel dispatch ke baad kahan pahucha; tracking update nahi mil raha,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b053,"mera package abhi kahan hai, shipment ka current location batao; courier ka status check karna hai?",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b054,Dispatch ke baad parcel ka movement batao; parcel dispatch ke baad kahan pahucha; shipment ka current location batao,Delivery,delivery_tracking,Track a shipment,validation
delivery_tracking_b055,"mujhe lagta hai, parcel track karna hai; courier ka status check karna hai; tracking link chahiye",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b056,shipment ki live/current location kya hai? parcel abhi kahan hai; parcel abhi kahan hai,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b057,"pls tracking update de do, courier ka status check karna hai; parcel dispatch ke baad kahan pahucha",Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b058,courier status check kar sakte ho? parcel abhi kahan hai; tracking update nahi mil raha?,Delivery,delivery_tracking,Track a shipment,train
delivery_tracking_b059,"Mera package abhi kahan hai, courier ka status check karna hai; courier ka status check karna hai",Delivery,delivery_tracking,Track a shipment,validation
delivery_tracking_b060,"mujhe lagta hai, dispatch ke baad parcel ka movement batao; parcel abhi kahan hai; shipment ka current location batao",Delivery,delivery_tracking,Track a shipment,train
delivery_damaged_b001,parcel damaged mila; box toot kar aaya,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b002,pls delivery receive ki but item screen se cracked hai,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b003,"package kholne par damage dikha, box toot kar aaya?",Delivery,delivery_damaged,Package/item arrived damaged,test
delivery_damaged_b004,Item transit mein damage hua lagta hai; item screen se cracked hai,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b005,"mujhe lagta hai, broken product mila hai: box toot kar aaya",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b006,damaged delivery ke liye kya process hai? item screen se cracked hai,Delivery,delivery_damaged,Package/item arrived damaged,validation
delivery_damaged_b007,pls parcel damaged mila; product damage hua hai,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b008,delivery receive ki but parcel dabba hua mila?,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b009,"Package kholne par damage dikha, product damage hua hai",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b010,"mujhe lagta hai, item transit mein damage hua lagta hai; parcel dabba hua mila",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b011,broken product mila hai: product damage hua hai,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b012,pls damaged delivery ke liye kya process hai? parcel dabba hua mila,Delivery,delivery_damaged,Package/item arrived damaged,test
delivery_damaged_b013,parcel damaged mila; package phata hua tha?,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b014,Delivery receive ki but delivery mein product broken mila,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b015,"mujhe lagta hai, package kholne par damage dikha, package phata hua tha",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b016,item transit mein damage hua lagta hai; delivery mein product broken mila,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b017,pls broken product mila hai: package phata hua tha,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b018,damaged delivery ke liye kya process hai? delivery mein product broken mila?,Delivery,delivery_damaged,Package/item arrived damaged,validation
delivery_damaged_b019,Parcel damaged mila; item screen se cracked hai,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b020,"mujhe lagta hai, delivery receive ki but box toot kar aaya",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b021,"package kholne par damage dikha, item screen se cracked hai",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b022,pls item transit mein damage hua lagta hai; box toot kar aaya,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b023,broken product mila hai: item screen se cracked hai?,Delivery,delivery_damaged,Package/item arrived damaged,validation
delivery_damaged_b024,Damaged delivery ke liye kya process hai? box toot kar aaya,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b025,"mujhe lagta hai, parcel damaged mila; parcel dabba hua mila",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b026,delivery receive ki but product damage hua hai,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b027,"pls package kholne par damage dikha, parcel dabba hua mila",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b028,item transit mein damage hua lagta hai; product damage hua hai?,Delivery,delivery_damaged,Package/item arrived damaged,validation
delivery_damaged_b029,Broken product mila hai: parcel dabba hua mila,Delivery,delivery_damaged,Package/item arrived damaged,test
delivery_damaged_b030,"mujhe lagta hai, damaged delivery ke liye kya process hai? product damage hua hai",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b031,parcel damaged mila; delivery mein product broken mila; product damage hua hai,Delivery,delivery_damaged,Package/item arrived damaged,test
delivery_damaged_b032,pls delivery receive ki but package phata hua tha; box toot kar aaya,Delivery,delivery_damaged,Package/item arrived damaged,validation
delivery_damaged_b033,"package kholne par damage dikha, delivery mein product broken mila; delivery mein product broken mila?",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b034,Item transit mein damage hua lagta hai; package phata hua tha; parcel dabba hua mila,Delivery,delivery_damaged,Package/item arrived damaged,test
delivery_damaged_b035,"mujhe lagta hai, broken product mila hai: delivery mein product broken mila; item screen se cracked hai",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b036,damaged delivery ke liye kya process hai? package phata hua tha; package phata hua tha,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b037,pls parcel damaged mila; box toot kar aaya; product damage hua hai,Delivery,delivery_damaged,Package/item arrived damaged,test
delivery_damaged_b038,delivery receive ki but item screen se cracked hai; box toot kar aaya?,Delivery,delivery_damaged,Package/item arrived damaged,validation
delivery_damaged_b039,"Package kholne par damage dikha, box toot kar aaya; delivery mein product broken mila",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b040,"mujhe lagta hai, item transit mein damage hua lagta hai; item screen se cracked hai; parcel dabba hua mila",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b041,broken product mila hai: box toot kar aaya; item screen se cracked hai,Delivery,delivery_damaged,Package/item arrived damaged,validation
delivery_damaged_b042,pls damaged delivery ke liye kya process hai? item screen se cracked hai; package phata hua tha,Delivery,delivery_damaged,Package/item arrived damaged,test
delivery_damaged_b043,parcel damaged mila; product damage hua hai; product damage hua hai?,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b044,Delivery receive ki but parcel dabba hua mila; box toot kar aaya,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b045,"mujhe lagta hai, package kholne par damage dikha, product damage hua hai; delivery mein product broken mila",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b046,item transit mein damage hua lagta hai; parcel dabba hua mila; parcel dabba hua mila,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b047,pls broken product mila hai: product damage hua hai; item screen se cracked hai,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b048,damaged delivery ke liye kya process hai? parcel dabba hua mila; package phata hua tha?,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b049,Parcel damaged mila; package phata hua tha; product damage hua hai,Delivery,delivery_damaged,Package/item arrived damaged,test
delivery_damaged_b050,"mujhe lagta hai, delivery receive ki but delivery mein product broken mila; box toot kar aaya",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b051,"package kholne par damage dikha, package phata hua tha; delivery mein product broken mila",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b052,pls item transit mein damage hua lagta hai; delivery mein product broken mila; parcel dabba hua mila,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b053,broken product mila hai: package phata hua tha; item screen se cracked hai?,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b054,Damaged delivery ke liye kya process hai? delivery mein product broken mila; package phata hua tha,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b055,"mujhe lagta hai, parcel damaged mila; item screen se cracked hai; product damage hua hai",Delivery,delivery_damaged,Package/item arrived damaged,validation
delivery_damaged_b056,delivery receive ki but box toot kar aaya; box toot kar aaya,Delivery,delivery_damaged,Package/item arrived damaged,validation
delivery_damaged_b057,"pls package kholne par damage dikha, item screen se cracked hai; delivery mein product broken mila",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b058,item transit mein damage hua lagta hai; box toot kar aaya; parcel dabba hua mila?,Delivery,delivery_damaged,Package/item arrived damaged,test
delivery_damaged_b059,Broken product mila hai: item screen se cracked hai; item screen se cracked hai,Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_damaged_b060,"mujhe lagta hai, damaged delivery ke liye kya process hai? box toot kar aaya; package phata hua tha",Delivery,delivery_damaged,Package/item arrived damaged,train
delivery_missing_b001,tracking mein delivered hai but app mein delivered hai par parcel nahi mila,Delivery,delivery_missing,Shipment says delivered but was not received,validation
delivery_missing_b002,"pls package delivered show ho raha hai, phir bhi mujhe parcel receive nahi hua",Delivery,delivery_missing,Shipment says delivered but was not received,test
delivery_missing_b003,"courier ne delivered mark kar diya, lekin app mein delivered hai par parcel nahi mila?",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b004,Delivery complete dikh rahi hai aur mujhe parcel receive nahi hua,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b005,"mujhe lagta hai, mujhe parcel mila hi nahi; app mein delivered hai par parcel nahi mila",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b006,"please missing delivery check karo, mujhe parcel receive nahi hua",Delivery,delivery_missing,Shipment says delivered but was not received,validation
delivery_missing_b007,pls tracking mein delivered hai but courier delivered bol raha hai but package nahi aaya,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b008,"package delivered show ho raha hai, phir bhi ghar par kisi ne package nahi liya?",Delivery,delivery_missing,Shipment says delivered but was not received,test
delivery_missing_b009,"Courier ne delivered mark kar diya, lekin courier delivered bol raha hai but package nahi aaya",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b010,"mujhe lagta hai, delivery complete dikh rahi hai aur ghar par kisi ne package nahi liya",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b011,mujhe parcel mila hi nahi; courier delivered bol raha hai but package nahi aaya,Delivery,delivery_missing,Shipment says delivered but was not received,test
delivery_missing_b012,"pls please missing delivery check karo, ghar par kisi ne package nahi liya",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b013,tracking mein delivered hai but delivery complete dikhti hai?,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b014,"Package delivered show ho raha hai, phir bhi delivered status galat lag raha hai",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b015,"mujhe lagta hai, courier ne delivered mark kar diya, lekin delivery complete dikhti hai",Delivery,delivery_missing,Shipment says delivered but was not received,validation
delivery_missing_b016,delivery complete dikh rahi hai aur delivered status galat lag raha hai,Delivery,delivery_missing,Shipment says delivered but was not received,test
delivery_missing_b017,pls mujhe parcel mila hi nahi; delivery complete dikhti hai,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b018,"please missing delivery check karo, delivered status galat lag raha hai?",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b019,Tracking mein delivered hai but mujhe parcel receive nahi hua,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b020,"mujhe lagta hai, package delivered show ho raha hai, phir bhi app mein delivered hai par parcel nahi mila",Delivery,delivery_missing,Shipment says delivered but was not received,test
delivery_missing_b021,"courier ne delivered mark kar diya, lekin mujhe parcel receive nahi hua",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b022,pls delivery complete dikh rahi hai aur app mein delivered hai par parcel nahi mila,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b023,mujhe parcel mila hi nahi; mujhe parcel receive nahi hua?,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b024,"Please missing delivery check karo, app mein delivered hai par parcel nahi mila",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b025,"mujhe lagta hai, tracking mein delivered hai but ghar par kisi ne package nahi liya",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b026,"package delivered show ho raha hai, phir bhi courier delivered bol raha hai but package nahi aaya",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b027,"pls courier ne delivered mark kar diya, lekin ghar par kisi ne package nahi liya",Delivery,delivery_missing,Shipment says delivered but was not received,validation
delivery_missing_b028,delivery complete dikh rahi hai aur courier delivered bol raha hai but package nahi aaya?,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b029,Mujhe parcel mila hi nahi; ghar par kisi ne package nahi liya,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b030,"mujhe lagta hai, please missing delivery check karo, courier delivered bol raha hai but package nahi aaya",Delivery,delivery_missing,Shipment says delivered but was not received,validation
delivery_missing_b031,tracking mein delivered hai but delivered status galat lag raha hai; courier delivered bol raha hai but package nahi aaya,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b032,"pls package delivered show ho raha hai, phir bhi delivery complete dikhti hai; app mein delivered hai par parcel nahi mila",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b033,"courier ne delivered mark kar diya, lekin delivered status galat lag raha hai; delivered status galat lag raha hai?",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b034,Delivery complete dikh rahi hai aur delivery complete dikhti hai; ghar par kisi ne package nahi liya,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b035,"mujhe lagta hai, mujhe parcel mila hi nahi; delivered status galat lag raha hai; mujhe parcel receive nahi hua",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b036,"please missing delivery check karo, delivery complete dikhti hai; delivery complete dikhti hai",Delivery,delivery_missing,Shipment says delivered but was not received,validation
delivery_missing_b037,pls tracking mein delivered hai but app mein delivered hai par parcel nahi mila; courier delivered bol raha hai but package nahi aaya,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b038,"package delivered show ho raha hai, phir bhi mujhe parcel receive nahi hua; app mein delivered hai par parcel nahi mila?",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b039,"Courier ne delivered mark kar diya, lekin app mein delivered hai par parcel nahi mila; delivered status galat lag raha hai",Delivery,delivery_missing,Shipment says delivered but was not received,test
delivery_missing_b040,"mujhe lagta hai, delivery complete dikh rahi hai aur mujhe parcel receive nahi hua; ghar par kisi ne package nahi liya",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b041,mujhe parcel mila hi nahi; app mein delivered hai par parcel nahi mila; mujhe parcel receive nahi hua,Delivery,delivery_missing,Shipment says delivered but was not received,test
delivery_missing_b042,"pls please missing delivery check karo, mujhe parcel receive nahi hua; delivery complete dikhti hai",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b043,tracking mein delivered hai but courier delivered bol raha hai but package nahi aaya; courier delivered bol raha hai but package nahi aaya?,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b044,"Package delivered show ho raha hai, phir bhi ghar par kisi ne package nahi liya; app mein delivered hai par parcel nahi mila",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b045,"mujhe lagta hai, courier ne delivered mark kar diya, lekin courier delivered bol raha hai but package nahi aaya; delivered status galat lag raha hai",Delivery,delivery_missing,Shipment says delivered but was not received,validation
delivery_missing_b046,delivery complete dikh rahi hai aur ghar par kisi ne package nahi liya; ghar par kisi ne package nahi liya,Delivery,delivery_missing,Shipment says delivered but was not received,test
delivery_missing_b047,pls mujhe parcel mila hi nahi; courier delivered bol raha hai but package nahi aaya; mujhe parcel receive nahi hua,Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b048,"please missing delivery check karo, ghar par kisi ne package nahi liya; delivery complete dikhti hai?",Delivery,delivery_missing,Shipment says delivered but was not received,train
delivery_missing_b049,Tracking mein delivered hai but delivery complete dikhti hai; courier delivered bol raha hai but package nahi aaya,Delivery,delivery_missing,Shipment says delivered but was not received,train
